|UserKNNCB| iter: 0/896 | topk: 20 | shrink: 0 | sim type: 'cosine' | MAP: 0.0498 |
|UserKNNCB| iter: 108/896 | topk: 125 | shrink: 150 | sim type: 'cosine' | MAP: 0.0296 |
|UserKNNCB| iter: 109/896 | topk: 125 | shrink: 165 | sim type: 'cosine' | MAP: 0.0285 |
|UserKNNCB| iter: 110/896 | topk: 125 | shrink: 180 | sim type: 'cosine' | MAP: 0.0283 |
|UserKNNCB| iter: 111/896 | topk: 125 | shrink: 195 | sim type: 'cosine' | MAP: 0.0280 |
|UserKNNCB| iter: 112/896 | topk: 140 | shrink: 0 | sim type: 'cosine' | MAP: 0.0451 |
|UserKNNCB| iter: 113/896 | topk: 140 | shrink: 15 | sim type: 'cosine' | MAP: 0.0421 |
|UserKNNCB| iter: 114/896 | topk: 140 | shrink: 30 | sim type: 'cosine' | MAP: 0.0401 |
|UserKNNCB| iter: 115/896 | topk: 140 | shrink: 45 | sim type: 'cosine' | MAP: 0.0376 |
|UserKNNCB| iter: 116/896 | topk: 140 | shrink: 60 | sim type: 'cosine' | MAP: 0.0358 |
|UserKNNCB| iter: 117/896 | topk: 140 | shrink: 75 | sim type: 'cosine' | MAP: 0.0343 |
|UserKNNCB| iter: 118/896 | topk: 140 | shrink: 90 | sim type: 'cosine' | MAP: 0.0326 |
|UserKNNCB| iter: 119/896 | topk: 140 | shrink: 105 | sim type: 'cosine' | MAP: 0.0314 |
|UserKNNCB| iter: 120/896 | topk: 140 | shrink: 120 | sim type: 'cosine' | MAP: 0.0306 |
|UserKNNCB| iter: 121/896 | topk: 140 | shrink: 135 | sim type: 'cosine' | MAP: 0.0296 |
|UserKNNCB| iter: 122/896 | topk: 140 | shrink: 150 | sim type: 'cosine' | MAP: 0.0285 |
|UserKNNCB| iter: 123/896 | topk: 140 | shrink: 165 | sim type: 'cosine' | MAP: 0.0280 |
|UserKNNCB| iter: 124/896 | topk: 140 | shrink: 180 | sim type: 'cosine' | MAP: 0.0274 |
|UserKNNCB| iter: 125/896 | topk: 140 | shrink: 195 | sim type: 'cosine' | MAP: 0.0271 |
|UserKNNCB| iter: 126/896 | topk: 155 | shrink: 0 | sim type: 'cosine' | MAP: 0.0446 |
|UserKNNCB| iter: 127/896 | topk: 155 | shrink: 15 | sim type: 'cosine' | MAP: 0.0411 |
|UserKNNCB| iter: 128/896 | topk: 155 | shrink: 30 | sim type: 'cosine' | MAP: 0.0388 |
|UserKNNCB| iter: 129/896 | topk: 155 | shrink: 45 | sim type: 'cosine' | MAP: 0.0368 |
|UserKNNCB| iter: 130/896 | topk: 155 | shrink: 60 | sim type: 'cosine' | MAP: 0.0354 |
|UserKNNCB| iter: 131/896 | topk: 155 | shrink: 75 | sim type: 'cosine' | MAP: 0.0333 |
|UserKNNCB| iter: 132/896 | topk: 155 | shrink: 90 | sim type: 'cosine' | MAP: 0.0318 |
|UserKNNCB| iter: 133/896 | topk: 155 | shrink: 105 | sim type: 'cosine' | MAP: 0.0309 |
|UserKNNCB| iter: 134/896 | topk: 155 | shrink: 120 | sim type: 'cosine' | MAP: 0.0302 |
|UserKNNCB| iter: 135/896 | topk: 155 | shrink: 135 | sim type: 'cosine' | MAP: 0.0291 |
|UserKNNCB| iter: 136/896 | topk: 155 | shrink: 150 | sim type: 'cosine' | MAP: 0.0284 |
|UserKNNCB| iter: 137/896 | topk: 155 | shrink: 165 | sim type: 'cosine' | MAP: 0.0277 |
|UserKNNCB| iter: 138/896 | topk: 155 | shrink: 180 | sim type: 'cosine' | MAP: 0.0273 |
|UserKNNCB| iter: 139/896 | topk: 155 | shrink: 195 | sim type: 'cosine' | MAP: 0.0268 |
|UserKNNCB| iter: 140/896 | topk: 170 | shrink: 0 | sim type: 'cosine' | MAP: 0.0436 |
|UserKNNCB| iter: 141/896 | topk: 170 | shrink: 15 | sim type: 'cosine' | MAP: 0.0402 |
|UserKNNCB| iter: 142/896 | topk: 170 | shrink: 30 | sim type: 'cosine' | MAP: 0.0380 |
|UserKNNCB| iter: 143/896 | topk: 170 | shrink: 45 | sim type: 'cosine' | MAP: 0.0360 |
|UserKNNCB| iter: 144/896 | topk: 170 | shrink: 60 | sim type: 'cosine' | MAP: 0.0342 |
|UserKNNCB| iter: 145/896 | topk: 170 | shrink: 75 | sim type: 'cosine' | MAP: 0.0328 |
|UserKNNCB| iter: 146/896 | topk: 170 | shrink: 90 | sim type: 'cosine' | MAP: 0.0315 |
|UserKNNCB| iter: 147/896 | topk: 170 | shrink: 105 | sim type: 'cosine' | MAP: 0.0302 |
|UserKNNCB| iter: 148/896 | topk: 170 | shrink: 120 | sim type: 'cosine' | MAP: 0.0291 |
|UserKNNCB| iter: 149/896 | topk: 170 | shrink: 135 | sim type: 'cosine' | MAP: 0.0285 |
|UserKNNCB| iter: 150/896 | topk: 170 | shrink: 150 | sim type: 'cosine' | MAP: 0.0281 |
|UserKNNCB| iter: 151/896 | topk: 170 | shrink: 165 | sim type: 'cosine' | MAP: 0.0275 |
|UserKNNCB| iter: 152/896 | topk: 170 | shrink: 180 | sim type: 'cosine' | MAP: 0.0271 |
|UserKNNCB| iter: 153/896 | topk: 170 | shrink: 195 | sim type: 'cosine' | MAP: 0.0266 |
|UserKNNCB| iter: 154/896 | topk: 185 | shrink: 0 | sim type: 'cosine' | MAP: 0.0426 |
|UserKNNCB| iter: 155/896 | topk: 185 | shrink: 15 | sim type: 'cosine' | MAP: 0.0397 |
|UserKNNCB| iter: 156/896 | topk: 185 | shrink: 30 | sim type: 'cosine' | MAP: 0.0372 |
|UserKNNCB| iter: 157/896 | topk: 185 | shrink: 45 | sim type: 'cosine' | MAP: 0.0351 |
|UserKNNCB| iter: 158/896 | topk: 185 | shrink: 60 | sim type: 'cosine' | MAP: 0.0334 |
|UserKNNCB| iter: 159/896 | topk: 185 | shrink: 75 | sim type: 'cosine' | MAP: 0.0320 |
|UserKNNCB| iter: 160/896 | topk: 185 | shrink: 90 | sim type: 'cosine' | MAP: 0.0309 |
|UserKNNCB| iter: 161/896 | topk: 185 | shrink: 105 | sim type: 'cosine' | MAP: 0.0295 |
|UserKNNCB| iter: 162/896 | topk: 185 | shrink: 120 | sim type: 'cosine' | MAP: 0.0282 |
|UserKNNCB| iter: 163/896 | topk: 185 | shrink: 135 | sim type: 'cosine' | MAP: 0.0275 |
|UserKNNCB| iter: 164/896 | topk: 185 | shrink: 150 | sim type: 'cosine' | MAP: 0.0271 |
|UserKNNCB| iter: 165/896 | topk: 185 | shrink: 165 | sim type: 'cosine' | MAP: 0.0266 |
|UserKNNCB| iter: 166/896 | topk: 185 | shrink: 180 | sim type: 'cosine' | MAP: 0.0261 |
|UserKNNCB| iter: 167/896 | topk: 185 | shrink: 195 | sim type: 'cosine' | MAP: 0.0258 |
|UserKNNCB| iter: 168/896 | topk: 200 | shrink: 0 | sim type: 'cosine' | MAP: 0.0420 |
|UserKNNCB| iter: 169/896 | topk: 200 | shrink: 15 | sim type: 'cosine' | MAP: 0.0389 |
|UserKNNCB| iter: 170/896 | topk: 200 | shrink: 30 | sim type: 'cosine' | MAP: 0.0366 |
|UserKNNCB| iter: 171/896 | topk: 200 | shrink: 45 | sim type: 'cosine' | MAP: 0.0347 |
|UserKNNCB| iter: 172/896 | topk: 200 | shrink: 60 | sim type: 'cosine' | MAP: 0.0324 |
|UserKNNCB| iter: 173/896 | topk: 200 | shrink: 75 | sim type: 'cosine' | MAP: 0.0309 |
|UserKNNCB| iter: 174/896 | topk: 200 | shrink: 90 | sim type: 'cosine' | MAP: 0.0297 |
|UserKNNCB| iter: 175/896 | topk: 200 | shrink: 105 | sim type: 'cosine' | MAP: 0.0286 |
|UserKNNCB| iter: 176/896 | topk: 200 | shrink: 120 | sim type: 'cosine' | MAP: 0.0280 |
|UserKNNCB| iter: 177/896 | topk: 200 | shrink: 135 | sim type: 'cosine' | MAP: 0.0274 |
|UserKNNCB| iter: 178/896 | topk: 200 | shrink: 150 | sim type: 'cosine' | MAP: 0.0266 |
|UserKNNCB| iter: 179/896 | topk: 200 | shrink: 165 | sim type: 'cosine' | MAP: 0.0263 |
|UserKNNCB| iter: 180/896 | topk: 200 | shrink: 180 | sim type: 'cosine' | MAP: 0.0258 |
|UserKNNCB| iter: 181/896 | topk: 200 | shrink: 195 | sim type: 'cosine' | MAP: 0.0255 |
|UserKNNCB| iter: 182/896 | topk: 215 | shrink: 0 | sim type: 'cosine' | MAP: 0.0416 |
|UserKNNCB| iter: 183/896 | topk: 215 | shrink: 15 | sim type: 'cosine' | MAP: 0.0382 |
|UserKNNCB| iter: 184/896 | topk: 215 | shrink: 30 | sim type: 'cosine' | MAP: 0.0360 |
|UserKNNCB| iter: 185/896 | topk: 215 | shrink: 45 | sim type: 'cosine' | MAP: 0.0339 |
|UserKNNCB| iter: 186/896 | topk: 215 | shrink: 60 | sim type: 'cosine' | MAP: 0.0316 |
|UserKNNCB| iter: 187/896 | topk: 215 | shrink: 75 | sim type: 'cosine' | MAP: 0.0303 |
|UserKNNCB| iter: 188/896 | topk: 215 | shrink: 90 | sim type: 'cosine' | MAP: 0.0290 |
|UserKNNCB| iter: 189/896 | topk: 215 | shrink: 105 | sim type: 'cosine' | MAP: 0.0285 |
|UserKNNCB| iter: 190/896 | topk: 215 | shrink: 120 | sim type: 'cosine' | MAP: 0.0277 |
|UserKNNCB| iter: 191/896 | topk: 215 | shrink: 135 | sim type: 'cosine' | MAP: 0.0272 |
|UserKNNCB| iter: 192/896 | topk: 215 | shrink: 150 | sim type: 'cosine' | MAP: 0.0267 |
|UserKNNCB| iter: 193/896 | topk: 215 | shrink: 165 | sim type: 'cosine' | MAP: 0.0262 |
|UserKNNCB| iter: 194/896 | topk: 215 | shrink: 180 | sim type: 'cosine' | MAP: 0.0258 |
|UserKNNCB| iter: 195/896 | topk: 215 | shrink: 195 | sim type: 'cosine' | MAP: 0.0254 |
|UserKNNCB| iter: 196/896 | topk: 230 | shrink: 0 | sim type: 'cosine' | MAP: 0.0407 |
|UserKNNCB| iter: 197/896 | topk: 230 | shrink: 15 | sim type: 'cosine' | MAP: 0.0377 |
|UserKNNCB| iter: 198/896 | topk: 230 | shrink: 30 | sim type: 'cosine' | MAP: 0.0349 |
|UserKNNCB| iter: 199/896 | topk: 230 | shrink: 45 | sim type: 'cosine' | MAP: 0.0330 |
|UserKNNCB| iter: 200/896 | topk: 230 | shrink: 60 | sim type: 'cosine' | MAP: 0.0309 |
|UserKNNCB| iter: 201/896 | topk: 230 | shrink: 75 | sim type: 'cosine' | MAP: 0.0299 |
|UserKNNCB| iter: 202/896 | topk: 230 | shrink: 90 | sim type: 'cosine' | MAP: 0.0287 |
|UserKNNCB| iter: 203/896 | topk: 230 | shrink: 105 | sim type: 'cosine' | MAP: 0.0282 |
|UserKNNCB| iter: 204/896 | topk: 230 | shrink: 120 | sim type: 'cosine' | MAP: 0.0273 |
|UserKNNCB| iter: 205/896 | topk: 230 | shrink: 135 | sim type: 'cosine' | MAP: 0.0268 |
|UserKNNCB| iter: 206/896 | topk: 230 | shrink: 150 | sim type: 'cosine' | MAP: 0.0265 |
|UserKNNCB| iter: 207/896 | topk: 230 | shrink: 165 | sim type: 'cosine' | MAP: 0.0261 |
|UserKNNCB| iter: 208/896 | topk: 230 | shrink: 180 | sim type: 'cosine' | MAP: 0.0258 |
|UserKNNCB| iter: 209/896 | topk: 230 | shrink: 195 | sim type: 'cosine' | MAP: 0.0255 |
|UserKNNCB| iter: 210/896 | topk: 245 | shrink: 0 | sim type: 'cosine' | MAP: 0.0400 |
|UserKNNCB| iter: 211/896 | topk: 245 | shrink: 15 | sim type: 'cosine' | MAP: 0.0371 |
|UserKNNCB| iter: 212/896 | topk: 245 | shrink: 30 | sim type: 'cosine' | MAP: 0.0347 |
|UserKNNCB| iter: 213/896 | topk: 245 | shrink: 45 | sim type: 'cosine' | MAP: 0.0323 |
|UserKNNCB| iter: 214/896 | topk: 245 | shrink: 60 | sim type: 'cosine' | MAP: 0.0305 |
|UserKNNCB| iter: 215/896 | topk: 245 | shrink: 75 | sim type: 'cosine' | MAP: 0.0292 |
|UserKNNCB| iter: 216/896 | topk: 245 | shrink: 90 | sim type: 'cosine' | MAP: 0.0283 |
|UserKNNCB| iter: 217/896 | topk: 245 | shrink: 105 | sim type: 'cosine' | MAP: 0.0277 |
|UserKNNCB| iter: 218/896 | topk: 245 | shrink: 120 | sim type: 'cosine' | MAP: 0.0273 |
|UserKNNCB| iter: 219/896 | topk: 245 | shrink: 135 | sim type: 'cosine' | MAP: 0.0267 |
|UserKNNCB| iter: 220/896 | topk: 245 | shrink: 150 | sim type: 'cosine' | MAP: 0.0263 |
|UserKNNCB| iter: 221/896 | topk: 245 | shrink: 165 | sim type: 'cosine' | MAP: 0.0259 |
|UserKNNCB| iter: 222/896 | topk: 245 | shrink: 180 | sim type: 'cosine' | MAP: 0.0256 |
|UserKNNCB| iter: 223/896 | topk: 245 | shrink: 195 | sim type: 'cosine' | MAP: 0.0256 |
|UserKNNCB| iter: 224/896 | topk: 260 | shrink: 0 | sim type: 'cosine' | MAP: 0.0393 |
|UserKNNCB| iter: 225/896 | topk: 260 | shrink: 15 | sim type: 'cosine' | MAP: 0.0364 |
|UserKNNCB| iter: 226/896 | topk: 260 | shrink: 30 | sim type: 'cosine' | MAP: 0.0337 |
|UserKNNCB| iter: 227/896 | topk: 260 | shrink: 45 | sim type: 'cosine' | MAP: 0.0315 |
|UserKNNCB| iter: 228/896 | topk: 260 | shrink: 60 | sim type: 'cosine' | MAP: 0.0300 |
|UserKNNCB| iter: 229/896 | topk: 260 | shrink: 75 | sim type: 'cosine' | MAP: 0.0291 |
|UserKNNCB| iter: 230/896 | topk: 260 | shrink: 90 | sim type: 'cosine' | MAP: 0.0281 |
|UserKNNCB| iter: 231/896 | topk: 260 | shrink: 105 | sim type: 'cosine' | MAP: 0.0276 |
|UserKNNCB| iter: 232/896 | topk: 260 | shrink: 120 | sim type: 'cosine' | MAP: 0.0269 |
|UserKNNCB| iter: 233/896 | topk: 260 | shrink: 135 | sim type: 'cosine' | MAP: 0.0265 |
|UserKNNCB| iter: 234/896 | topk: 260 | shrink: 150 | sim type: 'cosine' | MAP: 0.0259 |
|UserKNNCB| iter: 235/896 | topk: 260 | shrink: 165 | sim type: 'cosine' | MAP: 0.0257 |
|UserKNNCB| iter: 236/896 | topk: 260 | shrink: 180 | sim type: 'cosine' | MAP: 0.0254 |
|UserKNNCB| iter: 237/896 | topk: 260 | shrink: 195 | sim type: 'cosine' | MAP: 0.0252 |
|UserKNNCB| iter: 238/896 | topk: 275 | shrink: 0 | sim type: 'cosine' | MAP: 0.0387 |
|UserKNNCB| iter: 239/896 | topk: 275 | shrink: 15 | sim type: 'cosine' | MAP: 0.0353 |
|UserKNNCB| iter: 240/896 | topk: 275 | shrink: 30 | sim type: 'cosine' | MAP: 0.0331 |
|UserKNNCB| iter: 241/896 | topk: 275 | shrink: 45 | sim type: 'cosine' | MAP: 0.0311 |
|UserKNNCB| iter: 242/896 | topk: 275 | shrink: 60 | sim type: 'cosine' | MAP: 0.0297 |
|UserKNNCB| iter: 243/896 | topk: 275 | shrink: 75 | sim type: 'cosine' | MAP: 0.0288 |
|UserKNNCB| iter: 244/896 | topk: 275 | shrink: 90 | sim type: 'cosine' | MAP: 0.0279 |
|UserKNNCB| iter: 245/896 | topk: 275 | shrink: 105 | sim type: 'cosine' | MAP: 0.0275 |
|UserKNNCB| iter: 246/896 | topk: 275 | shrink: 120 | sim type: 'cosine' | MAP: 0.0266 |
|UserKNNCB| iter: 247/896 | topk: 275 | shrink: 135 | sim type: 'cosine' | MAP: 0.0260 |
|UserKNNCB| iter: 248/896 | topk: 275 | shrink: 150 | sim type: 'cosine' | MAP: 0.0257 |
